ID	SAM_mean	YIN_mean	MIN_mean	YNO_mean	MNO_mean
PH01005530G0080	7.24	3.61	3.44	4.31	3.69
PH01005541G0020	1.53	1.92	6.23	4.26	1.93
PH01005541G0030	40.83	45.82	74	49.32	135.35
PH01005541G0050	1	2.32	1.46	3.17	1.38
PH01005541G0070	4.14	6.6	2.71	5.93	5.82
PH01005544G0060	6.63	12.48	22.33	13.37	22.59
PH01005545G0080	1.08	0.1	0.88	1.72	4.24
PH01005548G0040	1.98	3.84	2.56	2.48	1.66
PH01005548G0080	0.4	0.42	0.69	0.42	0.42
PH01005548G0100	1.17	1.93	2.21	1.61	4.25
PH01005548G0110	0.76	2.82	5.82	12.56	3.51
PH01005551G0020	3.27	4.15	4.79	2.12	1.43
PH01005551G0030	0.08	0.07	0.14	0.13	0.05
PH01005559G0020	1.44	1.73	1.16	1.61	3.91
PH01005559G0080	0.71	10.11	22.21	0.62	0.27
PH01005560G0040	19.78	8.16	12.47	10.67	10.58
PH01005560G0080	0.29	0.22	0.27	0.57	0.36
PH01005560G0090	1.15	3.59	1.65	12.11	7.15
PH01005561G0030	0.21	0.29	0.06	0.09	0.43
PH01005562G0100	5.06	2.86	9.88	3.73	2.07
PH01005563G0100	2.66	2.13	1.69	2.44	2.16
PH01005565G0050	0.37	0.17	0.38	0.55	0.74
PH01005566G0040	0.33	0.49	0.28	0.16	1.35
PH01005566G0100	1.93	1.16	1.74	1	2.97
PH01005567G0040	1.24	0.4	0.51	1.24	0.74
PH01005572G0030	57.37	16.99	23.16	56.51	21.67
PH01005572G0060	17.41	9.26	8.82	6.74	6.62
PH01005572G0080	2.22	2.75	5.83	1.91	1.1
PH01005573G0030	2.34	0.74	1.43	0.36	0.75
PH01005573G0040	3.39	1.06	1.38	0.95	3.04
PH01005573G0060	4.11	2.89	3.45	0.51	4.06
PH01005578G0120	2.57	0.82	2.31	3.02	1.77
PH01005579G0050	2.23	7.19	8.93	0.39	0.43
PH01005581G0070	1.38	1.08	0.8	1.48	1.45
PH01005591G0010	2.1	1.63	3.58	3.35	2.05
PH01005591G0040	4.35	6.54	7.02	1.88	3.57
PH01005591G0050	0.23	0.45	12.02	0.57	1.15
PH01005592G0030	1.18	1.33	1.7	3.47	0.87
PH01005592G0050	0.74	1.57	0.77	0.98	0.63
PH01005593G0010	6.26	7.73	3.31	5.07	4.66
PH01005595G0040	4.28	2.44	3.96	3.63	8.91
PH01005605G0030	0.15	0.23	0.22	0.18	0.17
PH01005606G0040	0.09	0.53	0.54	0.51	0.44
PH01005606G0120	3.12	3.07	13.45	5.7	4.54
PH01005609G0060	5.91	3.02	6.8	5.51	7.73
PH01005609G0070	9.55	3.61	1.82	11.39	3.25
PH01005610G0050	0.32	0.04	0.17	0.2	0.11
PH01005612G0020	1.11	0.84	0.84	1.54	1.78
PH01005616G0020	1.05	1.13	1.54	5.06	2.1
PH01005619G0070	8.14	2.68	3.06	9.52	8.59
PH01005626G0040	0.13	0.18	0.29	0.11	0.2
PH01005628G0020	0.56	0.58	0.92	0.74	1.23
PH01005628G0040	2.26	0.87	2.6	1.37	1.19
PH01005628G0050	1.81	1.58	0.43	1.1	1.31
PH01005628G0070	1.93	1.52	1.67	3.56	2.17
PH01005629G0060	0.51	0.91	1.99	1.68	3.83
PH01005629G0080	0.6	0.59	0.72	0.46	0.61
PH01005629G0090	1.04	0.72	0.84	0.92	0.38
PH01005634G0040	40.95	26	24.84	64.67	17.04
PH01005639G0010	3.23	0.7	2.16	3.32	4.77
PH01005639G0020	5.41	3.26	4.07	5.44	6.6
PH01005644G0020	16.04	9.06	4.4	7.96	8.81
PH01005647G0010	8.36	9.67	6.73	8.55	3.87
PH01005649G0010	0.24	0.04	0.57	0.25	0.24
PH01005653G0040	13.37	8.17	12.64	15.51	10.74
PH01005657G0040	9.03	5.4	5.7	2.69	12.07
PH01005657G0050	1.14	0.71	2.9	2.52	3.14
PH01005660G0030	2.69	2.83	2.3	3.39	2.81
PH01005664G0010	1.39	0.46	2.4	1.1	3.23
PH01005664G0110	8.39	7.09	7.2	9.86	8.04
PH01005665G0070	73.02	27.01	52.04	112.5	9.66
PH01005670G0050	0.14	0.47	1.18	0.41	2.01
PH01005670G0060	2.53	1.76	2.1	1.16	4.27
PH01005673G0050	60.6	55.32	26.87	54.68	8.51
PH01005676G0050	0.24	0.39	1.97	1.92	9.43
PH01005680G0040	2.82	3.01	2.77	2.61	2.04
PH01005685G0080	0.12	0.3	0.61	0.58	5.78
PH01005690G0020	11.85	10.32	11.09	12.95	25.43
PH01005690G0040	3	0.48	0.94	0.14	0.26
PH01005694G0030	3.59	6.1	8.16	10.86	3.99
PH01005698G0020	0.29	0.33	0.49	0.37	1.2
PH01005698G0030	41.95	38.04	57.68	39.74	77.97
PH01005698G0050	11.98	16.33	26.18	15.13	24.9
PH01005698G0070	4.58	8.36	6.71	6.14	5.84
PH01005699G0020	2.63	1.38	1.77	0.69	2.32
PH01005701G0040	1.5	2.86	1.31	0.8	1.07
PH01005704G0040	1.59	1.63	0.75	2.06	5.52
PH01005708G0010	2.04	0.59	2.29	1.76	0.79
PH01005708G0020	12.3	10.6	20.2	10.84	9.01
PH01005708G0140	0.78	0.63	2.69	1.16	2.93
PH01005711G0070	4.4	1.52	3.69	3.24	2.07
PH01005712G0040	13.14	6.34	11.71	19.37	2.65
PH01005716G0070	2.9	4.06	2.86	4.62	7.26
PH01005718G0070	2.53	1.82	2.39	0.95	0.96
PH01005718G0080	0.57	1.03	0.72	0.96	0.16
PH01005720G0010	0.19	0.35	0.18	0.26	0.69
PH01005720G0030	2.64	2.63	1.17	1.31	0.48
PH01005721G0090	0.7	0.25	0.5	0.43	0.71
PH01005724G0010	13.63	4.77	2.03	1.74	2.95
PH01005724G0120	1.75	0.9	2.16	3.37	5.77
PH01005727G0030	0.24	0.64	0.32	0.36	0.67
PH01005728G0030	1.96	3.7	2.12	6.33	7.88
PH01005728G0040	4.4	3.72	5.22	3.85	8.93
PH01005736G0070	4.23	2.86	12.91	4.03	16.77
PH01005739G0080	9.85	43.17	12.81	55.7	46.64
PH01005741G0050	0.18	0.61	0.35	0.31	0.46
PH01005750G0010	1.04	0	0	0.06	0
PH01005754G0020	4.62	5	12.72	7.18	12.85
PH01005755G0060	7.71	6.68	33.28	27.15	17.67
PH01005757G0030	117.31	40.89	8.75	182.33	91.72
PH01005758G0020	2.64	0.67	0.73	2.04	1.02
PH01005763G0020	58.51	55.68	45.76	21.87	57.79
PH01005769G0010	3.67	0.68	2.21	9.2	3.64
PH01005770G0030	9.79	3.98	15.44	11.52	17.4
PH01005771G0040	4.51	3.48	4.65	8.12	6.38
PH01005771G0070	7.22	5.5	4.23	3.65	0.37
PH01005771G0080	3.98	1.69	1.28	0.65	0.24
PH01005774G0030	4.15	2.73	1.24	2.56	2.56
PH01005779G0010	2.52	6.12	8.12	4.25	3.26
PH01005780G0020	1.63	0.79	0.95	0.2	0.16
PH01005780G0040	1.4	1.78	0.78	1.09	0.65
PH01005781G0020	10.51	9.94	11.55	5.42	4.53
PH01005784G0010	0.14	0.4	1.46	0.33	1.7
PH01005790G0010	9.71	4.77	1.76	5.58	1.37
PH01005790G0020	1.77	0.74	2.03	2.62	1.73
PH01005790G0030	4.52	3.28	3.13	3.24	3.11
PH01005796G0030	1.31	1.08	3.53	1.2	0.88
PH01005801G0070	0.44	0.23	0.53	0.71	0.89
PH01005803G0010	4.34	10.99	34.77	2.18	39.29
PH01005809G0030	2.98	2.02	3.46	1.94	0.59
PH01005811G0070	0.78	1.57	2.07	0.63	0.91
PH01005811G0080	3.78	3.11	5.85	4.73	13.31
PH01005812G0020	1.07	0.87	0.26	1.49	0.79
PH01005812G0040	14.67	14.84	16.02	8.59	29.86
PH01005814G0020	2.22	3.82	1.3	1.97	1.94
PH01005814G0060	1.89	1.58	2.45	6.31	5.58
PH01005823G0030	0.61	0.93	0.55	1.8	1.47
PH01005824G0080	1.53	0.76	1.09	2.81	2.52
PH01005827G0010	8.91	6.15	4.43	4.88	6.16
PH01005827G0020	2.37	2.45	2.93	1.91	3.29
PH01005827G0040	1.57	0.87	5.94	0.6	1.92
PH01005828G0050	1.63	1.52	0.97	1.23	0.86
PH01005830G0010	6.15	2.8	4.49	5.18	1.82
PH01005830G0060	2.16	0.83	1.99	1.27	3.47
PH01005834G0030	0.66	0.31	1.25	0.48	1.28
PH01005834G0040	6.17	2.94	6.94	6.45	12.21
PH01005840G0020	0.07	0.36	0.37	0.24	0.12
PH01005842G0030	48.83	33.26	84.85	21.25	59.16
PH01005843G0020	50	56.63	32.38	71.03	22.2
PH01005847G0040	1.58	2.7	7.95	1.79	3.47
PH01005850G0060	4.87	2.38	5.09	5.5	5.31
PH01005851G0010	1.08	0.51	1.09	2.76	1.36
PH01005853G0060	2.33	2.09	4.15	2.37	4.13
PH01005854G0030	1.5	0.81	2.06	0.72	2.11
PH01005854G0050	15.06	9.23	60.75	27.33	26.24
PH01005855G0010	4.35	3.13	11.33	7.08	2.65
PH01005860G0050	5.13	2.98	0.74	2.12	2.28
PH01005861G0020	24.7	6.48	4.86	10.16	11.76
PH01005863G0020	4.34	10.25	12.38	19.54	17.52
PH01005866G0020	7.85	3.83	4.57	4.6	2.96
PH01005867G0030	2.59	0.29	3.06	1.31	3.12
PH01005870G0010	2.16	0.21	0	0	0
PH01005870G0020	4.3	4.31	9.39	1.49	1.22
PH01005876G0050	0.43	0.85	2.9	0.19	0.5
PH01005876G0060	12.75	12.64	13.53	21.35	28.77
PH01005876G0080	1.31	0.6	0.9	0.41	0.52
PH01005881G0020	9.01	3.57	6.09	7.16	8.98
PH01005882G0050	4.59	1.51	2.61	3.29	3.51
PH01005885G0040	11.48	8.32	3.2	16.91	11.65
PH01005889G0040	0.74	0.64	0.95	3.29	0.8
PH01005889G0050	1.04	1.54	3.65	2.01	2.08
PH01005892G0060	0.2	0.17	0.31	0.37	0.1
PH01005895G0010	0.68	0.91	2.18	0.55	2.43
PH01005896G0050	3.58	5.2	4.42	7.19	6.28
PH01005899G0040	2.88	7.75	9.31	0.83	4.86
PH01005899G0050	3.87	5.76	8.52	5.16	12.51
PH01005900G0020	0.71	0.73	1.94	0.34	1.38
PH01005902G0100	0.59	0.81	4.1	1.83	8.73
PH01005903G0030	50.55	21.1	22.82	14.97	2.39
PH01005903G0040	13.57	3.12	3.74	4.87	3.15
PH01005910G0020	8.07	5.78	8.49	3.48	6.46
PH01005910G0050	18.86	10.15	21.62	13.92	25.73
PH01005912G0020	8.5	8.49	7.09	6.56	2.82
PH01005914G0050	0.44	0.51	1.89	0.68	5.04
PH01005914G0060	5.62	7.02	2.6	3.38	2.71
PH01005915G0040	2.74	2.56	1.66	1.66	3.82
PH01005916G0080	0.25	0.12	0.89	0.67	4.44
PH01005919G0030	0.62	0.06	0.09	0.91	0.48
PH01005921G0050	0.07	0.09	0.27	0.17	0.14
PH01005921G0060	0.57	0.79	0.73	0.67	1.1
PH01005928G0050	0.7	0.61	1.33	1.76	0.88
PH01005933G0010	4.18	3.09	5.88	2.6	2.32
PH01005934G0020	1.59	4.88	5.99	7.5	17.21
PH01005935G0010	2.6	5.1	5.46	4.04	3.75
PH01005935G0040	2.21	1.46	2.24	1.69	2.17
PH01005938G0020	2.14	3.45	4.48	1.92	1.9
PH01005939G0030	16.1	4.22	2.61	8.03	6.88
PH01005943G0040	5.07	0.73	4.19	3.04	3.58
PH01005947G0010	28.75	22.67	20.15	43.22	14.45
PH01005947G0050	1.41	1.51	1.99	2.37	3.78
PH01005948G0030	1.69	3.09	3.99	2.69	5.27
PH01005948G0040	29.73	41.21	16.07	35.59	29.72
PH01005948G0050	1.46	0.77	1.19	1.18	0.42
PH01005948G0060	5.04	0.87	0.91	0.64	0.18
PH01005948G0070	6.17	4.91	3.41	3.67	5.06
PH01005950G0020	5.49	12.1	22.99	14.6	24.41
PH01005951G0020	39.2	41.69	31.41	27.62	35.37
PH01005955G0040	3.69	5.01	6.18	4.92	8.48
PH01005955G0080	2.34	3.64	2.18	3.61	2.07
PH01005958G0010	14.12	4.86	19.99	5.93	4.65
PH01005959G0040	0.4	0.46	0.32	0.36	0.25
PH01005962G0030	29.08	29.1	39.43	19.3	27.96
PH01005962G0040	26	18.46	20.13	2.76	4.64
PH01005962G0060	11.53	9.54	18.33	3.43	6.76
PH01005966G0020	1.73	2.23	1.08	0.8	1.68
PH01005966G0030	2.68	0.88	4.06	1.63	4.14
PH01005966G0040	37.42	25.6	50.56	43.27	22.39
PH01005969G0020	4.83	2.26	6.63	3.48	9.81
PH01005969G0060	4.35	3.45	4.6	5.97	4.54
PH01005975G0050	1.63	1.62	1.21	3.41	7.78
PH01005976G0040	14.86	16.66	19.15	12.88	20.33
PH01005976G0050	15.02	5.65	4.45	14.18	4.41
PH01005977G0060	2.25	1.32	0.3	0	0
PH01005978G0070	1.07	1.77	4.24	2.67	3.98
PH01005981G0060	21.41	28.53	39.68	38.64	75.93
PH01005983G0010	2	3.13	1.59	3.07	2
PH01005983G0020	4.25	0.67	11	9.95	28.15
PH01005988G0020	1.54	0.7	1.11	0.72	2.53
PH01005993G0010	7.31	8.26	6.88	7.29	21.19
PH01005993G0020	1.61	2.56	2.98	2.26	4.46
PH01005993G0070	5.17	3.81	5.71	4.68	6.03
PH01005993G0080	0.79	1.85	0.51	1.51	1.61
PH01005999G0020	5.62	18.89	29.51	17.12	59.46
PH01006002G0010	3.86	4.35	2.61	2.96	3.2
PH01006005G0010	0.6	0.52	0.55	0.92	0.14
PH01006014G0040	3.29	0.7	0.76	3.37	0.68
PH01006014G0050	1.62	1.44	1.8	0.34	5.75
PH01006019G0010	0.49	0.86	5.34	1.04	3.22
PH01006019G0050	1.09	0.49	0.37	0.86	0.26
PH01006025G0020	1.97	3.01	1.47	1.11	3.69
PH01006027G0010	5.26	2.74	3.41	13.3	13
PH01006027G0040	2.59	2.03	2.33	9.53	16.47
PH01006029G0090	0.25	0.33	1.48	0.34	1.1
PH01006031G0030	15.68	3.89	5.86	11.13	1.05
PH01006031G0060	16.57	9.6	8.83	15.81	20.65
PH01006035G0050	4.06	2.86	1.34	3.12	1.66
PH01006038G0010	2.33	1.9	3.1	2.26	2.94
PH01006038G0020	4.46	3.55	3.65	2.4	2.74
PH01006039G0080	61.93	37.09	7.01	28.82	2.46
PH01006040G0030	2.85	1.77	0.19	6.08	0.66
PH01006040G0070	28.06	18.94	15.51	22	13.54
PH01006043G0050	1.85	5.41	6.54	6.32	10.04
PH01006044G0030	7.26	3.19	5.39	4.2	19.94
PH01006045G0050	3.31	0.41	0.77	1.08	0.51
PH01006046G0080	25.68	15.91	20.73	17.03	14.31
PH01006050G0040	2.37	1.06	3.16	2.91	1.07
PH01006050G0050	5.56	3.68	68.41	21.62	27.12
PH01006052G0030	1.71	2.75	2.43	1.82	4.52
PH01006053G0020	0.18	0.07	0.12	0.11	0.11
PH01006055G0040	1.17	0.5	1.69	1.17	1.96
PH01006057G0030	1.66	0.57	0.66	1.02	1.16
PH01006058G0030	0.1	0.28	1.3	0.11	1.6
PH01006064G0040	4.86	3.21	1.8	2.06	3.77
PH01006070G0020	3.48	2.51	4.32	2.89	1.78
PH01006070G0040	3.89	4.33	4.46	3.96	3.56
PH01006070G0050	1.63	2.36	2.13	1.55	0.57
PH01006076G0030	1.21	1.25	0.88	3.67	1.45
PH01006080G0010	0.4	0.5	0.76	0.45	0.29
PH01006080G0030	14.74	3.72	12.94	6.22	6.19
PH01006080G0040	1.47	1.02	1.7	2.36	3.41
PH01006084G0020	7.82	15.69	22	28.23	33.27
PH01006089G0040	4.89	1.61	3.44	2.78	2.37
PH01006091G0020	1.91	2.68	2.81	10.54	2.87
PH01006106G0020	2.42	4.12	5.47	4.55	7.44
PH01006106G0030	0.51	1.6	2.82	3.16	1.82
PH01006106G0050	28.86	30.57	19.07	45.55	49.32
PH01006110G0020	0.14	0.27	0.44	1.52	0.89
PH01006110G0040	15.86	18.61	19.01	8.34	3.49
PH01006112G0020	19.81	11.44	25.55	20.48	5.88
PH01006114G0030	0.91	2.02	1.09	1.09	2.93
PH01006116G0050	0.14	0.2	0.99	0.33	0.25
PH01006119G0040	3.19	9.47	17.47	6.89	20.92
PH01006119G0050	18.72	22.57	17.65	33.76	25.32
PH01006123G0050	6.48	5.46	7.64	7.77	5.35
PH01006136G0030	0.57	0.4	0.44	0.23	0.48
PH01006136G0070	1.87	4.17	24.37	20.31	9.52
PH01006137G0060	11.59	10.29	3.09	8.35	5.62
PH01006139G0010	0.05	0.04	0.06	0.05	0.06
PH01006140G0010	0.63	0.49	0.64	4.09	1.84
PH01006143G0040	3.42	2.4	1.97	3.86	8.26
PH01006143G0050	10.37	9.37	10.89	9.43	6.55
PH01006147G0050	0.52	0.19	0.74	0.98	0.24
PH01006153G0020	0.58	0.23	0.18	0.11	0.09
PH01006158G0050	7.79	3.44	9.84	5.12	11
PH01006158G0060	11.71	5.92	6.7	5.91	13.47
PH01006165G0030	6.29	6.04	5.44	1.94	8.05
PH01006167G0020	1.47	1.23	1.49	0.8	0.62
PH01006172G0010	1.8	2.73	5.71	4.02	8.69
PH01006173G0010	3.75	1.95	3.35	1.45	0.33
PH01006175G0030	10.66	2.12	3.8	6.47	6.92
PH01006176G0030	4.16	1.98	1.23	8.03	1.08
PH01006177G0020	0.29	1.79	2.25	1.82	1.84
PH01006188G0020	12.25	15.5	13.3	16.46	16.1
PH01006194G0010	1.65	0.49	3	2.51	3.23
PH01006198G0020	1.92	1.16	5.45	5.15	5.7
PH01006201G0060	15.44	21.08	3.65	22.05	14.68
PH01006201G0080	24.19	13.38	9.51	4.73	10.84
PH01006208G0040	6.1	5.08	4.25	13.25	6.59
PH01006209G0030	0.73	0.39	0.85	5.85	27.46
PH01006211G0020	2.65	2.74	9.16	11.03	6.25
PH01006213G0050	7.45	3.39	4.51	3.04	4.42
PH01006214G0030	12.9	3.52	18.7	19.36	22.79
PH01006219G0020	4.63	6.27	4.41	7.34	11.1
PH01006220G0050	0.98	0.55	1.9	0.83	3.29
PH01006220G0080	1.24	1.75	0.83	1.54	0.34
PH01006224G0020	13.06	2.43	6.25	18.98	12.25
PH01006228G0030	32.83	3.97	29.98	16.98	14.9
PH01006230G0010	3.33	4.14	2.04	3.13	6.51
PH01006230G0020	0.44	0.83	0.5	1.39	0.94
PH01006232G0040	0.06	0.18	0.09	0.12	0.04
PH01006233G0050	0.88	2.04	1.87	1.38	2
PH01006233G0070	2.4	1.1	2.33	3.88	2.24
PH01006234G0010	0.55	0.29	0.62	0.67	0.33
PH01006237G0030	0.51	2.93	1.51	0.89	2.21
PH01006249G0040	3.94	3.22	3.48	2.15	4.84
PH01006252G0010	7.91	11.64	19.15	13.07	2.01
PH01006252G0020	51.99	69.41	42.22	72.73	61.95
PH01006252G0050	6.37	6.04	6.75	13.95	11.9
PH01006257G0010	7.11	4.22	7.93	4.73	3.23
PH01006257G0020	6.51	3.7	1.95	5.17	3.73
PH01006257G0040	6.22	2.1	3.08	10.22	4.03
PH01006260G0050	2.17	0.31	0.98	0.58	1.9
PH01006264G0050	17.09	8.35	11.87	3.62	1.02
PH01006265G0050	4.47	14.52	12.44	7.33	13.36
PH01006268G0010	43.38	35.54	19.08	70.99	26.98
PH01006272G0040	0	0.14	0.27	0.4	0.37
PH01006274G0070	1.75	1.27	1.16	0.63	0.77
PH01006275G0030	0.74	0.91	0.76	2.68	3.18
PH01006279G0010	6.19	0.74	0.55	3.37	0.49
PH01006279G0030	7.27	1.74	3.77	2.24	3.5
PH01006279G0060	1.78	1.48	2.09	2.17	1.21
PH01006281G0010	3.48	5.35	15.11	14.14	17.43
PH01006283G0060	7.45	3.63	71.37	30.31	17.83
PH01006286G0010	16.42	4.13	16.37	8.02	12.45
PH01006287G0040	4.1	2.96	4.67	3.64	2.4
PH01006289G0020	5.63	4.38	6.19	6.72	12.29
PH01006291G0050	1.09	1.15	1.92	0.99	1.22
PH01006302G0030	2.13	0.68	3.56	0.43	0.69
PH01006302G0040	8.49	2.94	7.23	12.82	11.54
PH01006302G0070	5.51	32.67	129.93	47.66	77.29
PH01006306G0030	10.65	1.4	3.64	10.14	10.88
PH01006307G0050	4.2	3.52	3.94	3.92	5.16
PH01006310G0030	4.17	1.16	1.93	1.85	3.52
PH01006313G0040	2.25	1.09	5.58	4.63	6.93
PH01006315G0010	5.77	1.78	0.38	2.67	1.39
PH01006328G0040	1.26	1.12	3.1	2.4	2.9
PH01006328G0050	1.79	0.91	0.78	0.71	2.16
PH01006330G0020	0.17	0.05	0.2	0.27	0.09
PH01006333G0040	1.5	2.39	16.82	1.36	5.12
PH01006335G0020	0.62	0.13	0.3	0.42	0.36
PH01006336G0020	5.67	11.52	10.63	4.23	6.13
PH01006342G0040	0.34	0.1	0.29	0.73	0.33
PH01006342G0060	0.09	0.13	0.11	0.06	0.06
PH01006347G0010	0.27	0.47	0.47	0.44	0.11
PH01006347G0030	1.13	0.87	0.46	0.51	0.42
PH01006348G0010	4.49	3.42	7.33	9.79	17.88
PH01006348G0020	12.75	15.9	20.45	11.53	33.69
PH01006348G0030	0.4	3.11	3.91	2.99	8.26
PH01006349G0040	5.99	3.97	7.79	4.23	14.51
PH01006349G0050	5.51	1.55	1.96	2.6	5.4
PH01006359G0060	2.36	1.2	2.54	0.64	3.1
PH01006362G0030	1.3	1.7	0.78	0.92	0.09
PH01006362G0040	9.47	14.2	22.23	12.57	25.38
PH01006371G0020	0.06	0.15	0.19	0.07	0.58
PH01006376G0030	1.66	0.92	1.86	2.74	2.6
PH01006378G0040	0.4	0.16	0.23	0.54	0.54
PH01006385G0020	0.12	0.09	0.02	0.1	0.1
PH01006389G0080	20.5	2.56	4.87	4.91	2.09
PH01006391G0030	1.33	1.04	0.88	0.76	0.53
PH01006391G0040	1	0.49	0.96	0.54	0.95
PH01006417G0040	0.28	0.19	0.2	0.77	1.2
PH01006417G0050	0.14	0.09	0.32	0.42	0.43
PH01006418G0010	0.28	0.3	0	0.38	0.04
PH01006418G0020	7.57	1.49	10.58	2.54	7.14
PH01006423G0020	1.67	0.51	0.19	0	0
PH01006426G0020	6.9	4.28	4.76	3.72	1.07
PH01006426G0040	0.88	0.59	3.18	0.99	1.72
PH01006435G0010	0.41	0.31	0	0.22	0.4
PH01006439G0010	0.89	0.91	2.2	0.57	3.35
PH01006463G0020	5.79	12.92	6.47	7.93	16.12
PH01006466G0040	36.48	55.89	102.94	80.25	22.4
PH01006468G0040	1.08	0.95	1.29	0.35	0.28
PH01006470G0010	4.31	3.34	1.69	3.91	3.45
PH01006475G0010	2.38	2.33	3.19	1.45	2.38
PH01006483G0010	1.17	0.26	1.13	1.69	1.84
PH01006486G0060	3.01	7.34	11.21	5.7	12.2
PH01006489G0020	5.42	3.57	11.59	4.73	7.66
PH01006491G0010	5.16	2.29	16.07	2.27	8.69
PH01006498G0020	2.43	1.74	0.96	1.07	1.59
PH01006498G0040	2.49	0.63	1.08	0.9	1.14
PH01006500G0040	0.44	0.5	0.51	0.25	0.89
PH01006508G0040	5.97	1.39	1.24	0	0
PH01006518G0020	1.09	0.54	0.8	0.26	0.76
PH01006518G0030	1.69	5.45	9.01	7.37	10.13
PH01006519G0030	1.19	1.09	1.09	1.19	1.56
PH01006526G0030	5.65	2.09	3.9	5.48	9.87
PH01006528G0020	4.8	6.71	14.65	12.11	14.51
PH01006528G0030	0.31	0.17	0.57	0.31	0.86
PH01006529G0050	1.84	1.54	1.28	2.08	0.48
PH01006530G0010	4.36	2.39	5.63	3.51	7.14
PH01006562G0020	0.13	0.28	0.19	0.25	0.27
PH01006571G0020	1.06	1.34	1.48	1.32	0.79
PH01006571G0030	4.57	1.83	5.71	1.57	5.87
PH01006576G0030	0.4	0.69	0.83	0.53	1.52
PH01006580G0070	3.49	1.45	1.08	9.12	13.85
PH01006594G0020	2.32	1.38	2.56	3.4	2.7
PH01006594G0080	3.32	5.74	6.33	4.97	9.86
PH01006598G0020	0.12	0.09	0	0.21	0
PH01006598G0040	2.75	3.52	8.72	3.29	5.65
PH01006611G0020	0.33	1.44	1.69	1.36	0.98
PH01006611G0030	1.16	0.66	0.69	0.48	1.83
PH01006615G0030	2.03	1.66	4.14	3.55	4.49
PH01006616G0030	1.68	2.11	1.7	1.13	3.88
PH01006618G0010	1.51	0.92	1.62	0.66	2.39
PH01006618G0020	1.19	2.14	3.23	0.4	2.17
PH01006618G0030	1.58	3.61	2.63	1.6	1.85
PH01006624G0010	0.86	0.96	0.73	1.08	1.61
PH01006625G0010	4.85	4.79	1.98	6.9	2.16
PH01006625G0050	0.33	0.22	0.42	0.1	0.22
PH01006628G0060	7.56	9.47	51.59	44.7	143.02
PH01006629G0010	20.89	25.05	14.06	38.42	11.29
PH01006636G0010	0.5	0.65	0.66	0.61	1.28
PH01006649G0010	21.28	3.31	10.99	12.01	9.28
PH01006649G0050	1.31	1.23	1.24	0.26	1.07
PH01006649G0060	1.87	7.43	4.57	2.65	11.3
PH01006652G0050	2.34	8.1	6.87	8.69	10.22
PH01006670G0010	7.62	8.65	6.44	10.98	9.37
PH01006680G0020	3.3	3.24	2.38	3.2	1.9
PH01006682G0060	4.12	1.47	6.9	9.67	30.41
PH01006690G0010	12	5.77	16.51	7.06	14.02
PH01006699G0010	3.78	1.96	2.06	2.75	2.21
PH01006704G0040	33.79	8.32	22.45	7.07	25.56
PH01006712G0010	1.98	3.44	10.44	1.4	6.32
PH01006713G0030	4.75	3.14	8.5	3.56	6.19
PH01006716G0020	6.86	2.07	7.66	7.82	12.53
PH01006716G0040	2.78	3.99	6.13	5.73	3.87
PH01006717G0010	0.73	1.45	1.14	1.52	1.21
PH01006726G0020	0.66	1.04	1.92	1.73	0.77
PH01006736G0030	0.46	0.75	0.62	0.11	0.35
PH01006740G0010	6.66	16.83	13.36	10.21	8.01
PH01006742G0020	0.64	0.14	1.6	0.73	0.65
PH01006750G0030	8.67	5.77	6.66	2.08	1.98
PH01006766G0010	1.63	1.92	5.86	2.39	2.56
PH01006766G0040	0.28	0.21	2.31	0.33	0.15
PH01006773G0020	4.38	2.66	3.62	1.09	1.88
PH01006774G0060	1.32	1.25	4.89	2.78	6.16
PH01006793G0010	2.48	4.73	7.13	7.64	8.27
PH01006808G0040	2.26	1.34	3.43	1.97	2.46
PH01006808G0070	0.06	0.12	0.24	0.05	0.37
PH01006810G0020	0.54	0.2	0.34	0.1	0.33
PH01006811G0020	15.24	13.6	3.82	37.44	13.9
PH01006812G0030	3.7	0.36	3.27	2.46	3.76
PH01006816G0010	2.76	0.51	2.14	0.63	2.56
PH01006816G0020	19.03	10.21	43.09	27.11	9.07
PH01006816G0030	1.06	1.12	2.22	3.31	1.81
PH01006816G0060	1.63	0.92	2.9	3.2	2.7
PH01006818G0010	0.18	0.13	0.11	0.28	0.24
PH01006822G0010	0.39	0.98	0.87	2.1	3.68
PH01006829G0040	2.45	2.25	6.34	3.42	4.38
PH01006841G0040	2.58	2.45	4.48	5.08	3.59
PH01006846G0060	0.96	0.36	0.94	0.94	0.67
PH01006854G0010	0.79	0.85	1	0.84	0.74
PH01006860G0040	11.05	3.69	1.4	2.94	0
PH01006871G0030	3.03	3.85	3.15	3.07	3.88
PH01006874G0010	0.18	1.37	1.12	0.99	2.78
PH01006889G0020	1.19	1.17	0.63	1.84	0.99
PH01006890G0020	3.65	4.3	2.72	1.93	1.73
PH01006894G0020	5.32	1.68	3.02	3.11	0.98
PH01006909G0030	0.24	0.07	1.34	0.07	0.44
PH01006911G0040	21.75	23.42	39.9	27.2	76.32
PH01006918G0020	2.69	6.42	9.96	4.08	4.73
PH01006921G0020	16.31	16.15	30.25	31.51	8.05
PH01006922G0010	0.46	1.13	1.79	0.87	1.38
PH01006925G0040	1.27	2.58	3.13	1.68	2.71
